RESPNUM,INTDATE,DAY,GATE,BAREA,AIRLINE,AIRLINE_CODE,DESTINATION,DEST_CODE,NETPRO,WEIGHT,HOWLONG,STRATA,STRATA_LBL,PEAK,PEAK_LBL,METHOD,METHOD_LBL,SAQ,SAQ_LBL,Q2PURP1,Q2PURP1_LBL,Q19AGE,Q19AGE_LBL,Q20GENDER,Q20GENDER_LBL,Q21INCOME,Q22FLY,Q22FLY_LBL,Q16LIVE,Q16LIVE_LBL,LANG,LANG_LBL,RESPNUM_PK,inferred_date,date_sk
2034,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,7.0,1.0380333333,120.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,0,,3,25-34,2,Female,1,2,No,3,In another region,1,English,2034,2017-05-19,139
2035,19,Fri,78,F,UNITED,28,TUCSON,90,9.0,1.6329600946,140.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,7,65 and over,2,Female,0,2,No,1,9-County Bay Area,1,English,2035,2017-05-19,139
2036,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,5.0,1.0380333333,80.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,1,Yes,3,In another region,1,English,2036,2017-05-19,139
2037,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,10.0,1.0380333333,95.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,2,2,No,1,9-County Bay Area,1,English,2037,2017-05-19,139
2038,19,Fri,78,F,UNITED,28,TUCSON,90,6.0,1.6329600946,140.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,1,Yes,1,9-County Bay Area,1,English,2038,2017-05-19,139
2039,19,Fri,58,D,AMERICAN,8,NEW YORK-JFK,43,9.0,1.0380333333,110.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,1,Male,0,1,Yes,3,In another region,1,English,2039,2017-05-19,139
2040,19,Fri,78,F,UNITED,28,TUCSON,90,7.0,1.6329600946,231.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,2,Female,0,2,No,3,In another region,1,English,2040,2017-05-19,139
2042,20,Sat,42,C,DELTA,15,ATLANTA,1,10.0,1.3045777778,150.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,3,2,No,3,In another region,1,English,2042,2017-05-20,140
2043,20,Sat,42,C,DELTA,15,ATLANTA,1,8.0,1.3045777778,120.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,4,35-44,2,Female,3,2,No,1,9-County Bay Area,1,English,2043,2017-05-20,140
2044,20,Sat,42,C,DELTA,15,ATLANTA,1,8.0,1.3045777778,140.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,3,25-34,1,Male,2,1,Yes,1,9-County Bay Area,1,English,2044,2017-05-20,140
2045,20,Sat,42,C,DELTA,15,ATLANTA,1,10.0,1.3045777778,120.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,5,Conference/convention,3,25-34,1,Male,2,2,No,3,In another region,1,English,2045,2017-05-20,140
2046,20,Sat,42,C,DELTA,15,ATLANTA,1,8.0,1.3045777778,160.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,2,18-24,2,Female,3,2,No,3,In another region,1,English,2046,2017-05-20,140
2047,20,Sat,42,C,DELTA,15,ATLANTA,1,9.0,1.3045777778,150.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,4,2,No,3,In another region,1,English,2047,2017-05-20,140
2048,20,Sat,42,C,DELTA,15,ATLANTA,1,7.0,1.3045777778,110.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,2,Female,2,2,No,3,In another region,1,English,2048,2017-05-20,140
2049,20,Sat,42,C,DELTA,15,ATLANTA,1,8.0,1.3045777778,300.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,2,1,Yes,3,In another region,1,English,2049,2017-05-20,140
2050,20,Sat,42,C,DELTA,15,ATLANTA,1,10.0,1.3045777778,90.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,4,2,No,3,In another region,1,English,2050,2017-05-20,140
2051,20,Sat,42,C,DELTA,15,ATLANTA,1,9.0,1.3045777778,120.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,1,2,No,3,In another region,1,English,2051,2017-05-20,140
2052,20,Sat,42,C,DELTA,15,ATLANTA,1,9.0,1.3045777778,105.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,2,Female,2,2,No,3,In another region,1,English,2052,2017-05-20,140
2053,20,Sat,42,C,DELTA,15,ATLANTA,1,9.0,1.3045777778,105.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,7,65 and over,2,Female,0,2,No,1,9-County Bay Area,1,English,2053,2017-05-20,140
2054,20,Sat,42,C,DELTA,15,ATLANTA,1,10.0,1.3045777778,240.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,4,Blank/Multiple responses,2,2,No,3,In another region,1,English,2054,2017-05-20,140
2055,8,Mon,56,D,ALASKA,7,SEATTLE,60,9.0,0.493739881,175.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,7,65 and over,2,Female,4,2,No,3,In another region,1,English,2055,2017-05-08,128
2056,8,Mon,56,D,ALASKA,7,SEATTLE,60,8.0,0.493739881,115.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,3,2,No,3,In another region,1,English,2056,2017-05-08,128
2057,8,Mon,56,D,ALASKA,7,SEATTLE,60,10.0,0.493739881,115.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,4,2,No,3,In another region,1,English,2057,2017-05-08,128
2058,8,Mon,56,D,ALASKA,7,SEATTLE,60,7.0,0.493739881,145.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,7,65 and over,1,Male,3,2,No,3,In another region,1,English,2058,2017-05-08,128
2059,8,Mon,56,D,ALASKA,7,SEATTLE,60,6.0,0.493739881,115.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,3,1,Yes,3,In another region,1,English,2059,2017-05-08,128
2060,8,Mon,56,D,ALASKA,7,SEATTLE,60,7.0,0.493739881,85.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,2,18-24,1,Male,1,3,Don't know,1,9-County Bay Area,1,English,2060,2017-05-08,128
2061,8,Mon,56,D,ALASKA,7,SEATTLE,60,9.0,0.493739881,100.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,7,65 and over,2,Female,3,2,No,3,In another region,1,English,2061,2017-05-08,128
2062,8,Mon,56,D,ALASKA,7,SEATTLE,60,11.0,0.493739881,119.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,8,Don't Know / Refused,4,Blank/Multiple responses,0,4,,0,,1,English,2062,2017-05-08,128
2063,8,Mon,56,D,ALASKA,7,SEATTLE,60,4.0,0.493739881,225.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,0,,3,25-34,2,Female,0,2,No,3,In another region,1,English,2063,2017-05-08,128
2064,8,Mon,56,D,ALASKA,7,SEATTLE,60,10.0,0.493739881,115.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,3,25-34,2,Female,2,2,No,3,In another region,1,English,2064,2017-05-08,128
2065,8,Mon,56,D,ALASKA,7,SEATTLE,60,10.0,0.493739881,105.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,2,2,No,3,In another region,1,English,2065,2017-05-08,128
2066,8,Mon,56,D,ALASKA,7,SEATTLE,60,9.0,0.493739881,75.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,3,3,Don't know,3,In another region,1,English,2066,2017-05-08,128
2067,8,Mon,56,D,ALASKA,7,SEATTLE,60,7.0,0.493739881,85.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,2,Female,4,2,No,3,In another region,1,English,2067,2017-05-08,128
2068,8,Mon,56,D,ALASKA,7,SEATTLE,60,9.0,0.493739881,85.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,1,Male,2,2,No,3,In another region,1,English,2068,2017-05-08,128
2069,8,Mon,56,D,ALASKA,7,SEATTLE,60,10.0,0.493739881,145.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,4,35-44,2,Female,2,2,No,3,In another region,1,English,2069,2017-05-08,128
2070,8,Mon,56,D,ALASKA,7,SEATTLE,60,9.0,0.493739881,85.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,4,2,No,1,9-County Bay Area,1,English,2070,2017-05-08,128
2071,8,Mon,56,D,ALASKA,7,SEATTLE,60,5.0,0.493739881,85.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,1,Male,3,1,Yes,1,9-County Bay Area,1,English,2071,2017-05-08,128
2072,8,Mon,56,D,ALASKA,7,SEATTLE,60,10.0,0.493739881,412.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,1,2,No,3,In another region,2,Spanish,2072,2017-05-08,128
2073,19,Fri,96,G,UNITED,28,SANTA ANA (ORANGE CO),57,11.0,1.6329600946,190.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,8,Don't Know / Refused,4,Blank/Multiple responses,0,4,,0,,1,English,2073,2017-05-19,139
2074,19,Fri,96,G,UNITED,28,SANTA ANA (ORANGE CO),57,9.0,1.6329600946,130.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,2,18-24,1,Male,2,2,No,1,9-County Bay Area,1,English,2074,2017-05-19,139
2075,19,Fri,96,G,UNITED,28,SANTA ANA (ORANGE CO),57,6.0,1.6329600946,80.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,3,25-34,1,Male,3,3,Don't know,1,9-County Bay Area,1,English,2075,2017-05-19,139
2076,19,Fri,96,G,UNITED,28,SANTA ANA (ORANGE CO),57,10.0,1.6329600946,130.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,1,Male,4,2,No,1,9-County Bay Area,1,English,2076,2017-05-19,139
2078,19,Fri,96,G,UNITED,28,SANTA ANA (ORANGE CO),57,10.0,1.6329600946,190.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,2,18-24,2,Female,2,2,No,3,In another region,1,English,2078,2017-05-19,139
2079,19,Fri,96,G,UNITED,28,SANTA ANA (ORANGE CO),57,10.0,1.6329600946,260.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,2,Female,4,2,No,1,9-County Bay Area,1,English,2079,2017-05-19,139
2080,19,Fri,96,G,UNITED,28,SANTA ANA (ORANGE CO),57,10.0,1.6329600946,160.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,2,No,3,In another region,1,English,2080,2017-05-19,139
2081,19,Fri,96,G,UNITED,28,SANTA ANA (ORANGE CO),57,10.0,1.6329600946,70.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,2,Female,0,2,No,3,In another region,1,English,2081,2017-05-19,139
2082,19,Fri,96,G,UNITED,28,SANTA ANA (ORANGE CO),57,10.0,1.6329600946,130.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,2,Female,1,2,No,3,In another region,1,English,2082,2017-05-19,139
2083,19,Fri,96,G,UNITED,28,SANTA ANA (ORANGE CO),57,8.0,1.6329600946,250.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,4,1,Yes,3,In another region,1,English,2083,2017-05-19,139
2084,19,Fri,96,G,UNITED,28,SANTA ANA (ORANGE CO),57,10.0,1.6329600946,130.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,3,2,No,3,In another region,1,English,2084,2017-05-19,139
2085,19,Fri,96,G,UNITED,28,SANTA ANA (ORANGE CO),57,10.0,1.6329600946,100.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,1,2,No,1,9-County Bay Area,1,English,2085,2017-05-19,139
2086,19,Fri,96,G,UNITED,28,SANTA ANA (ORANGE CO),57,7.0,1.6329600946,190.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,1,Male,3,2,No,3,In another region,1,English,2086,2017-05-19,139
2087,24,Wed,83,F,UNITED,28,FT. LAUDERDALE,22,11.0,1.6329600946,93.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),2,Mail-in,2,Self Administered,1,Business/Work/Job Interview,6,55-64,1,Male,4,1,Yes,3,In another region,1,English,2087,2017-05-24,144
2088,18,Thu,77,F,UNITED,28,ONTARIO (CALIF),45,8.0,1.6329600946,70.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,3,25-34,1,Male,3,2,No,1,9-County Bay Area,1,English,2088,2017-05-18,138
2089,18,Thu,77,F,UNITED,28,ONTARIO (CALIF),45,10.0,1.6329600946,100.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,1,1,Yes,1,9-County Bay Area,1,English,2089,2017-05-18,138
2090,18,Thu,77,F,UNITED,28,ONTARIO (CALIF),45,8.0,1.6329600946,100.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,3,2,No,1,9-County Bay Area,1,English,2090,2017-05-18,138
2091,18,Thu,77,F,UNITED,28,ONTARIO (CALIF),45,10.0,1.6329600946,100.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,1,1,Yes,1,9-County Bay Area,1,English,2091,2017-05-18,138
2092,18,Thu,77,F,UNITED,28,ONTARIO (CALIF),45,10.0,1.6329600946,55.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,2,Female,4,2,No,1,9-County Bay Area,1,English,2092,2017-05-18,138
2093,18,Thu,77,F,UNITED,28,ONTARIO (CALIF),45,10.0,1.6329600946,100.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,2,Female,4,2,No,1,9-County Bay Area,1,English,2093,2017-05-18,138
2094,18,Thu,77,F,UNITED,28,ONTARIO (CALIF),45,10.0,1.6329600946,85.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,2,Female,4,2,No,1,9-County Bay Area,1,English,2094,2017-05-18,138
2095,22,Mon,1,A,AEROMEXICO,2,MEXICO CITY,37,5.0,0.723115625,155.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,1,Interviewer Administered,3,Visit friends or relatives,2,18-24,1,Male,2,2,No,3,In another region,1,English,2095,2017-05-22,142
2096,22,Mon,1,A,AEROMEXICO,2,MEXICO CITY,37,10.0,0.723115625,245.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,1,Interviewer Administered,5,Conference/convention,3,25-34,1,Male,1,2,No,3,In another region,1,English,2096,2017-05-22,142
2097,22,Mon,1,A,AEROMEXICO,2,MEXICO CITY,37,9.0,0.723115625,275.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,1,Male,1,2,No,3,In another region,1,English,2097,2017-05-22,142
2098,22,Mon,1,A,AEROMEXICO,2,MEXICO CITY,37,10.0,0.723115625,125.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,3,1,Yes,1,9-County Bay Area,1,English,2098,2017-05-22,142
2099,22,Mon,1,A,AEROMEXICO,2,MEXICO CITY,37,10.0,0.723115625,155.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,0,3,Don't know,1,9-County Bay Area,1,English,2099,2017-05-22,142
2100,22,Mon,1,A,AEROMEXICO,2,MEXICO CITY,37,2.0,0.723115625,215.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,3,25-34,1,Male,1,3,Don't know,3,In another region,1,English,2100,2017-05-22,142
2101,22,Mon,1,A,AEROMEXICO,2,MEXICO CITY,37,9.0,0.723115625,155.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,1,Male,3,2,No,2,Northern California outside the Bay Area,1,English,2101,2017-05-22,142
2102,22,Mon,1,A,AEROMEXICO,2,MEXICO CITY,37,10.0,0.723115625,,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,4,35-44,2,Female,4,4,,3,In another region,2,Spanish,2102,2017-05-22,142
2103,22,Mon,1,A,AEROMEXICO,2,MEXICO CITY,37,10.0,0.723115625,495.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,1,Male,1,4,,3,In another region,2,Spanish,2103,2017-05-22,142
2104,22,Mon,1,A,AEROMEXICO,2,MEXICO CITY,37,9.0,0.723115625,170.0,3,PM (Flights departing after 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,2,Female,2,2,No,1,9-County Bay Area,2,Spanish,2104,2017-05-22,142
2106,19,Fri,84,F,UNITED,28,ONTARIO (CALIF),45,10.0,1.6329600946,74.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,2,Female,3,2,No,3,In another region,1,English,2106,2017-05-19,139
2107,19,Fri,84,F,UNITED,28,ONTARIO (CALIF),45,11.0,1.6329600946,104.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,7,65 and over,1,Male,4,4,,3,In another region,1,English,2107,2017-05-19,139
2108,19,Fri,84,F,UNITED,28,ONTARIO (CALIF),45,9.0,1.6329600946,194.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,2,2,No,3,In another region,1,English,2108,2017-05-19,139
2109,19,Fri,84,F,UNITED,28,ONTARIO (CALIF),45,8.0,1.6329600946,94.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,1,Male,4,2,No,3,In another region,1,English,2109,2017-05-19,139
2110,19,Fri,84,F,UNITED,28,ONTARIO (CALIF),45,5.0,1.6329600946,134.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,1,Male,4,2,No,3,In another region,1,English,2110,2017-05-19,139
2111,19,Fri,84,F,UNITED,28,ONTARIO (CALIF),45,7.0,1.6329600946,59.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,4,35-44,4,Blank/Multiple responses,0,4,,1,9-County Bay Area,1,English,2111,2017-05-19,139
2112,19,Fri,84,F,UNITED,28,ONTARIO (CALIF),45,6.0,1.6329600946,134.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,3,25-34,2,Female,4,1,Yes,1,9-County Bay Area,1,English,2112,2017-05-19,139
2113,19,Fri,84,F,UNITED,28,ONTARIO (CALIF),45,10.0,1.6329600946,104.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,4,35-44,2,Female,2,2,No,1,9-County Bay Area,1,English,2113,2017-05-19,139
2114,19,Fri,84,F,UNITED,28,ONTARIO (CALIF),45,7.0,1.6329600946,154.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,1,Male,2,2,No,3,In another region,1,English,2114,2017-05-19,139
2115,19,Fri,84,F,UNITED,28,ONTARIO (CALIF),45,10.0,1.6329600946,104.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,7,65 and over,2,Female,3,2,No,1,9-County Bay Area,1,English,2115,2017-05-19,139
2116,5,Fri,11,A,JETBLUE,20,NEW YORK-JFK,43,7.0,0.3778995413,170.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,1,Male,3,2,No,3,In another region,1,English,2116,2017-05-05,125
2117,5,Fri,11,A,JETBLUE,20,NEW YORK-JFK,43,8.0,0.3778995413,170.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,5,Conference/convention,5,45-54,1,Male,2,2,No,1,9-County Bay Area,1,English,2117,2017-05-05,125
2118,5,Fri,11,A,JETBLUE,20,NEW YORK-JFK,43,8.0,0.3778995413,,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,4,School/school event,8,Don't Know / Refused,4,Blank/Multiple responses,0,4,,3,In another region,1,English,2118,2017-05-05,125
2119,5,Fri,11,A,JETBLUE,20,NEW YORK-JFK,43,10.0,0.3778995413,140.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,3,2,No,1,9-County Bay Area,1,English,2119,2017-05-05,125
2120,5,Fri,11,A,JETBLUE,20,NEW YORK-JFK,43,8.0,0.3778995413,140.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,8,Don't Know / Refused,4,Blank/Multiple responses,0,4,,1,9-County Bay Area,1,English,2120,2017-05-05,125
2121,5,Fri,11,A,JETBLUE,20,NEW YORK-JFK,43,6.0,0.3778995413,140.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,3,2,No,3,In another region,1,English,2121,2017-05-05,125
2122,5,Fri,11,A,JETBLUE,20,NEW YORK-JFK,43,5.0,0.3778995413,210.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,4,35-44,2,Female,4,2,No,1,9-County Bay Area,1,English,2122,2017-05-05,125
